Text,Labels
Bro u r rebel,not-Kannada
God bless you sir.,not-Kannada
@AJITH S SHETTY appreciate madtaidane guru,Offensive_Targeted_Insult_Individual
@BLACK HEART guru modlu avr heeliddu artha madko,Offensive_Targeted_Insult_Individual
Niceeeeeee vidio bro,not-Kannada
@Nandi Parthasarathi ಮುಕುಳಿ ಮುಚ್ಚಿಕೊಂಡು ಸೈಡ್ ಅಲ್ಲಿ ಇರು... ಇದು ಗಂಡಸ್ರ ವಿಶ್ಯ ಬಳೆಗಾರು ಎಲ್ಲಿ ಎಲ್ಲ ಬಾರೋ ಹಾಗಿಲ್ಲ ಬೇವರ್ಸಿ ಮುಂಡೆ,Offensive_Targeted_Insult_Individual
Avane Srimannarayana Trailer-BGM n          Re-Createdn,Not_offensive
Most liked video song agutte ee Kannada Film industry li  Year,Not_offensive
Tiktok Dattu putra🤣 ugeeri inna,Not_offensive
ಅವನೇ ಶ್ರೀಮನ್ ನಾರಾಯಣ,Not_offensive
@poojitha subbaiah 🤣🤣,not-Kannada
Super  songs,Not_offensive
So good  song,not-Kannada
Bro sorry ond matu nang eetara troll madodu ella ishta agtirlilla first time nimm videos nodi sakkath kushiaytu nd ur video really give a good msg,Not_offensive
ಸುಪರ್ ಅವನೆ ಶ್ರೀಮನ ನಾರಾಯಣ,Not_offensive
Bandhu kigiadhe Ganahesruu Hands up,not-Kannada
Nam kannada songs yavglu super hit,Not_offensive
Correct agi helde guru.. adashtu ellakade share madi,Not_offensive
Song super step ennu super,Not_offensive
ಒಂದ್ ಸಲ ನಿನ್ ಮುಖ ತೋ ರ್ ಸು ಗುರ್ವೆ,Not_offensive
Super video bro,Not_offensive
Re release madi,Not_offensive
hands up english alva,Not_offensive
Super song ..,Not_offensive
Super sir,not-Kannada
Sir.nivu superb sir.,Not_offensive
@#win 12 nodidini sir,Not_offensive
ಇದು ಚರತ್ರೆ ಸೃಷ್ಟಿಸೂೋ ಅವತಾರ ............,Not_offensive
Super guru,Not_offensive
ಹಲೋ ಸಿನಿಮಾ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ.. ಯಾರು ಗೊತ್ತಿಲ್ಲ,Not_offensive
Ashvathama nali bandu nimagu meet agtare nivo wait maadi,Not_offensive
ಮೋದಿ ಇನ್ನು ಹತ್ತು ವರ್ಷ ಪ್ರಧಾನಿಯಾದರೆ ಖಂಡಿತ  ಚೀನಾಗಿಂತ  ಮೊದಲು ನಮ್ಮ ಭಾರತ ಇರುತ್ತೆ ಸರ್,Not_offensive
ಮಹಾಭಾರತದ ಕಾಲದ ಭಾಷೆ ಯಾವುದಾಗಿತು,Not_offensive
Beard and walking style,not-Kannada
ಅದ್ಭುತವಾದ ಸಿನಿಮಾ. ನಾನು ಇತ್ತೀಚೆಗೆ ನೋಡಿದ ಎಲ್ಲ ಕನ್ನಡ ಸಿನಿಮಾಗಳಿಗಿಂತ ಇದು ಒಂದು ತೂಕ ಜಾಸ್ತಿ. ಭಾವನೆಗಳ ಭಂಡಾರವನ್ನು ತುಂಬಿ ಕೊಡುವ ಇಂತಹ ಚಿತ್ರಗಳು ಹಿಟ್ ಆಗದಿರುವುದು ಕನ್ನಡ ಚಿತ್ರರಂಗದ ವಿಪರ್ಯಾಸ. ನಿರ್ದೇಶಕರ ಕಲಾತ್ಮಕತೆ ಹಾಗೂ ಸೃಜನಶೀಲತೆಯನ್ನು ಹೊಗಳಲು ಪದಗಳೇ ಸಾಲವು.. ಇಂತ ಸದಭಿರುಚಿಯ ಚಿತ್ರಗಳೇ ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಜೀವಾಳ. ಕಥೆ,Not_offensive
Yenelbeko gothagtilla nim swabimanakke ondu Salam sir,Not_offensive
Making super 🤩,not-Kannada
ಕಲ್ಪನಾಲೊಕಕ್ಕೆ ಮಿತಿ ಇಲ್ಲ...  ತೊಗರಿ ತಿಪ್ಪ ನಾಟಕ ಮನೆಮಾತಾಗಿತ್ತು....ದನ್ಯವಾದಗಳು,Not_offensive
Super namboke kasta agirbodu but really agirbodu,Not_offensive
കേരളത്തിലെ നല്ലവരായ സിനിമ പ്രേമികളുടെ ഏറ്റവും പ്രിയങ്കരനായ nRakshit shetty nWe Love u rakshitt shetty nHANDSUPnVijay prakash sound make its more beautiful,not-Kannada
Super vp bgm,not-Kannada
ಸತ್ಯವಾಗಲು ಸರ್ ನನಗೂ ಕೂಡ ಹಾಗೆ ಅನಿಸುತ್ತಿದೆ ಕಂಡಿತ ನಾವು ಈ ಸಿನಿಮಾ ಥಿಯೇಟರ್ ನಲ್ಲಿ ನೋಡಲಿಲ್ಲ ಅನ್ನೋ ಬೇಜಾರು ತುಂಬಾ ಆಗಿದೆ .,Offensive_Untargetede
ಜೈ ಡಿ ಬಾಸ್,Not_offensive
Trailer looks soo promising,not-Kannada
ಮೊದ್ಲು ಡಿಲೀಟ್  ಮಾಡ್ರೋ ಯಾವನು ಯವಳು  ಹಾಕೊಂಡಿದೀರಾ tiktok ಲೇ ದೇಶದ್ರೋಹಿಗಳ ಡಿಲೀಟ್ ಮಾಡ್ರಲಾ ಚಪ್ಪರ್ಗಳ  ಚೀನಿ ಆಪ್ ಗಳು ಯಾವು ಇದಾವೆ ಎಲ್ಲಾ ಮಾಡ್ರೋ ಈ ವಿಡಿಯೋ ದಲ್ಲಿ ಕೆಲವೊಂದು ಕಚಡಗಳು ಮಾತಾಡಿದವಲ್ಲ ಅವು ದೇಶದ್ರೋಹಿಗಳು ಸುಟ್ಟಾಕ್ರೋ ಅವರ್ನೆಲ್ಲ,Not_offensive
His a bang bang,not-Kannada
Super lines bro,not-Kannada
Fix CCTV ......confirm,not-Kannada
ಈ ಸಂಗೀತ ಮತ್ತು ಡಾನ್ಸ್ ಸ್ಟೆಪ್ ಒಂದು benchmark ಮತ್ತು trend ಆಗತ್ತೆ,Not_offensive
Nim mane ge banadhu ellva ..,Not_offensive
Avnu yava language mathadodu,Not_offensive
Film hit ahagokai e tharadha song irbaiku,Not_offensive
Are bhai ye song hindi mai kab aane wala plz bataye,not-Kannada
ಅದ್ಬುತ ಕಲೆ ಸಾಹಿತ್ಯ ಸಂಗೀತ ಗಾಯನ,Not_offensive
Sir pls i request bgm for band master,not-Kannada
Super songs,not-Kannada
abba en song Superrr,Not_offensive
Well said bro,not-Kannada
Meri Tarah or kon ye song Roj sunta h n,not-Kannada
Idu Englishs filmae beat madute ansudre like madi,Not_offensive
Rashmika elliddeyakka🤣🥀nnnRakshith Shetty rockzzzzzzz,Not_offensive
2k dislikes rashmika maandanna fanss,Offensive_Targeted_Insult_Individual
Le Bindu naayi phone all radi togonda aaytha avarge adara laba sikatu aadare tik tok end dinaa avarage laba baratte enna mele yaava vastu Togo beda China vastu ninu Togo beda Naana antu tiragi nodalla Ni ale tuu,Offensive_Targeted_Insult_Individual
Bossu Bgm dance,not-Kannada
@Sudeep K N,not-Kannada
Allappa beta aaa,Not_offensive
entha song gu dislike madidare ala broo,Offensive_Targeted_Insult_Group
Superb Song,Not_offensive
Mahesh sanagoudar. Tugritippa,not-Kannada
superb song,Not_offensive
#rashmikamandhana  bad girl,Offensive_Targeted_Insult_Individual
Super comment sir,not-Kannada
*ನನ್ನ ಗೆಲ್ಬೋದು ಅನ್ನುತ ನಿಂದನು ಓರ್ವ ರಾಕ್ಷಸ...nತಪ್ಪಲ್ಲ,Not_offensive
ನಿಜವಾದ ಕನ್ನಡಿಗರು ಲೈಕ್ ಮಾಡಿ ಈ ಸಿನಿಮಾ ನಮ್ಮ ಸಿನಿಮಾ ಎಂದು ಗೆಲ್ಲಿಸೋಣ,Not_offensive
Yavdadru habba raja Dina dalli release madbekitttu odtittu ..,Not_offensive
Jai D Boss,not-Kannada
@Rajesh Rao en maadodu asht bejaar aagide....ond olle cinema hesr maadlilvalla anta...bejar maadkobedi,Not_offensive
ತಿಪ್ಪನ ಸ್ಟೋರಿ ಚಂದವಾಗಿದೆ,Not_offensive
Unlike ಮಾಡಿದವರು ರಶ್ಮಿಕಾ ಅಭಿಮಾನಿಗಳು....,Offensive_Targeted_Insult_Group
sir yarige yaru agolla appa amma Na biture Sir olle mathugallu,Not_offensive
D boss fanzzz in Sakaleshpur,Not_offensive
465 Lashmika fans found🤣,not-Kannada
Most super song,not-Kannada
ಸಕ್ಕತ್ತಾಗಿದೆ ... ROCK KANNADA ROCK...,Not_offensive
@prithvi nayak lo ಬೇರೆ ಲ್ಯಾಂಗ್ವೇಜ್ ಅವ್ರಿಗೆ ಬಕೆಟ್ ಹಿಡಿದಿಲ್ಲ ಬಿಡೋ ನಮ್ ಬಾಸ್.... ಸೈಡ್ ಆರ್ಟಿಸ್ಟ್ ಇನ್ ಸೈರಾ &ದಬಾಂಗ್ 3 ಅದ್ರಲ್ಲೂ ಹೆವಿ buildupಲುಚಂದು..... ಸೈಡ್ ರೋಲ್ ಬಾಡಿ ನೇ ಇಲ್ಲಾ ಪೈಲ್ವಾನ್ ಅಂತಾ ಹೆಸರು ಬೇರೆ ಅಸ್ಥಿಪಂಜರ ಅಂತಾ ಹೇಳ್ಬೇಕು.... ಯಾವ್ ಥಿಯೇಟರ್ ಅಲ್ಲೀ ಇಲ್ಲಾ ಗುರು ಪೈಲ್ವಾನ್ 100 ಡೇಸ್ ಕೂಡ ಆಗಿಲ್ಲ utter,Offensive_Targeted_Insult_Individual
Love you boss super,Not_offensive
Superb song hands up,Not_offensive
ಮೆರೆಯಲಿ ಗಗನದಲಿ ನಿಮ್ಮ ಲಾಂಛನ,Not_offensive
ನಾನು ಕೂಡ ಬಿಟ್ಟಿಯಾಗಿ ನೋಡಿದೇನಿ ನನಗೆ ಒಂತರಾ ಮನಸ್ಸಿಗೆ ನೋವು ಆಗ್ತಾ ಇದೆ ನಾನು ಸಿನಿಮಾ ಗೆದ್ದಿದೆ ಬಟ್ ದುಡ್ಡು ಬರಲಿಲ್ಲ ಸಿನಿಮಾಗೆ,Offensive_Untargetede
57 time,not-Kannada
Dubb Full movie in telugu,Not_offensive
Bro movie ela undii bagundhii aa,not-Kannada
@Mahesh 13 1- Rajkumar chitragalanu naanu nodidheeni. Haadu ishta pattidheeni. Adhrey avara haadey best antha illaa.nn2- Songs music composing aaa? Ilayaraja goththaa? Shankar Ganesh goththaa? Haris Jayaraj goththaa? AR Rahman? Santhosh Narayanan? MS Viswanathan? Deva? Ivarella Rajkumar illadhe yeshtu hit songs kottidhaare goththaa Kannada dhalli? nShankar Ganesh thagolli. Average music director. Avara Kannada songs tune aagley bayankara craze - Karunaada Thaayi Sadha chinmayee,Not_offensive
Hands up 🤗,Not_offensive
Gurudesh pandey sir remake madobadlu swamek    madi sir,Not_offensive
Bro a game yavdu,Not_offensive
ಏ ನಂದಿನಿ ರಂಡಿಮಗಳ D Boss Bagge matadadre hudukondu Bandu Hoditini Jaag helu,Offensive_Targeted_Insult_Individual
ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive
Ayya Yappa Togari Tippa valyappa Yappa,Not_offensive
Tiktok ban ಆಗಿ ಒಳ್ಳೆಯ ದು ಆಯಿತು,Not_offensive
@Samuel Sam,not-Kannada
ಸಾಹಿತ್ಯನ ಬರೆದಿದ್ದಕ್ಕೆ ಧನ್ಯವಾದಗಳು.,Not_offensive
ರಕ್ಷಿತ್ ಶೆಟ್ಟಿಯವರು ಎರಡನೇ ಕನ್ನಡದ ಕನಸುಗಾರ,Not_offensive
Hindi dubbed movie download link hd,not-Kannada
ಏನು ತಪ್ಪಿಲ್ಲ ಸರಿಯಾಗಿ ಹೇಳಿದ್ದಿರಾ,Not_offensive
ಈ ಚಿತ್ರವನ್ನು ಮತ್ತೊಮ್ಮೆ ಚಿತ್ರಮಂದಿರಗಳಿಗೆ ತನ್ನಿ ನಮ್ಮ ಕನ್ನಡಿಗರು ಕೈಬಿಡುವುದಿಲ್ಲ ಮತ್ತೊಮ್ಮೆ ರಿಲೀಸ್ ಮಾಡಿ,Not_offensive
ಜೀವನ ಬಹಳ ಚೆನ್ನಾಗಿ ಅರ್ಥ ಮಾಡಿಕೊಂಡಿದ್ದೀರ ಬಹಳ ಸರಳ ಜೀವಿ,Not_offensive
Diya and love mocktail ಮತ್ತೆ release aagbeku ಥಿಯೇಟರ್ li nodbeku,Not_offensive
Dia 2 madi plz,Not_offensive
@Nandi Parthasarathi ಅಲಾ ಹಾದರಗಿತ್ತಿ ನಿಮ್ಮದು ದೊಡ್ಡ ತುಲ್ಲು ಬಿಡೆ,Offensive_Targeted_Insult_Individual
ಕನ್ನಡದವರು ಈ ತರ ಸಿನಿಮಾ ಮಾಡ್ತಾರೆ ಅಂತ ದಿಯಾ ಸಿನಿಮಾ ತಂಡ ಸಾಬೀತು  ಮಾಡಿದೆ....ಬರೀ ತೆಲಗು ತಮಿಳು ಸಿನಿಮಾ ನೋಡದಲ್ಲ ಕನ್ನಡ ಸಿನಿಮಾ ನೋಡಿ ಮಿಸ್   ಮಾಡಬೇಡಿ,Offensive_Untargetede
Telegram alli download maadkondu nodidare...theatre alli kammi,Offensive_Untargetede
jai d boss,Not_offensive
Good morning mam,not-Kannada
Dance steps,not-Kannada
Step Super bossu,not-Kannada
ಇಂಥ ಒಳ್ಳೆ ಸಾಂಗ್ ಅನ್ನು ಕೂಡ dislike ಮಾಡ್ತಾರಲ್ಲ ಆವರು ಮನುಷ್ಯ ಜನ್ಮಕ್ಕೆ ನಿಜವಾಗಿಯು ಸೇರಿಲ್ಲ ಅನ್ಸುತ್ತೆ ನಿಮ್ಮ ಕೈ ಅಲ್ಲಿ ಲೈಕ್ ಮಾಡುಕೆ ಆಗಲ್ಲಾ ಅಂದ್ರೆ ಸುಮಸುಮ್ನೆ ಇಂಥ ಸಾಂಗ್ ಗೆ dislike matra ಮಾಡಬೇಡಿ,Offensive_Targeted_Insult_Group
Nikal lowde osmmm dialogue bro.....,Offensive_Targeted_Insult_Other
Uttara Karnatakad attyuttama hasya,Not_offensive
Promotion heg madodo anta kaliri,Offensive_Targeted_Insult_Group
Anna nim ella videos nodide....ella video super....innu chennagi videos maadtha iri...Sonu srinivas gowda mobile touch maadoku bhaya padabek aa tara maadi,Offensive_Targeted_Insult_Individual
Hello dr. Vivek bindra video copy madidra? Never mind copy adru channagittu,Not_offensive
Karab guru nenu nNkn eddu masthu🤗,Not_offensive
Dis like hakorge ond math hekok esta padthini nimig esta agilla andre sumne erbod alva yak sumne dislike hakthira ... Ade bere bhashed est kacchada edru like hakthira alva nimmanthor erodrindane Kannada movies ast hesru madtha illa ...,Offensive_Targeted_Insult_Group
Ishta Aytu shetre,Not_offensive
Super star of Kannada film industry,Not_offensive
Namdu mind set hege Andre,Offensive_Untargetede
ಉತ್ತರ ಕನ್ನಡದ ಹೆಮ್ಮೆ ಯ ನಟ್ and ನಮ್ಮ ಮೆಚ್ಚಿನ,Not_offensive
Super sir keep it,not-Kannada
fan from jupiter !!!!,not-Kannada
Hiii......Amar Prasad avre,Not_offensive
Nimge henge gotthu neevu en alle idra,Offensive_Targeted_Insult_Individual
ಕೆ ಜಿ ಎ ಪ್ ಮುಗಿದ ಮಾೄಲ ಇದ  ಕನಡದ ಛರಿತ್ರೇ ಸಿನಿಮಾ,Not_offensive
Ajanish sir superb music,Not_offensive
ಜೈ ಜೈ ಹೋ ಶ್ರೀಮಾನ್ನಾರಾಯಣ nnnn,Not_offensive
Bipin Chettejana Rama Rama Tusu Daksha Vrutha Jaripa.,not-Kannada
javari tippa superb ri,Not_offensive
ಹಿಂದಿ song innu yake relise agilla,Not_offensive
kfi is not for single person,not-Kannada
Ittheechige nodida movie DIA and love mocktail... 2 movie janake olle movie correctaagi thalupisbeku illandre heege nelakacchutthe.....  promotion maadoke social media use maadkondu janaranna thalupabeku...  innaadru industry avru yecchetthbeku,Offensive_Targeted_Insult_Group
ಉಗಿ ಕಳ್ಳ ನನ್ ಮಕ್ಲುಗೆ,Offensive_Untargetede
ಹೌದು ಹುಲಿಯಾ 🤣🤣,Offensive_Untargetede
सर आप लोगो से निवेदन है आप छत्तीसगढ़ मध्य्प्रदेश इस तरफ़ खुद की टाकीज खरीद लीजिये जिसमे सिर्फ साउथ की डब मूवी ही चलेगी आपसे रिक्वेस्ट है आप पैसा इन्वेस्ट करके दिखे छत्तीसगढ़ दुर्ग में तरुण बिग सिनेमा खाली हो रहा है आप दुर्ग में इन्वेस्ट कर सकते है nफिर क्या आप लोग धीरे धीरे पूरे हर जिलों में 1 सिनेमा घर आप अलॉट करते जाना फिर देखना आपकी हर मूवी को हम देख सकते है और अच्छा बिजनेस भी कर सकेगी,not-Kannada
ಎಷ್ಟು ಕೇಲ್ಲಿ ಗುರು ನಾನು ಇನ್ನೂ ಕೇಳಬೇಕು ಅನಿಸುತ್ತೆ all the best ಶೇಟ್ರೆ,Not_offensive
All the best...... ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ ..ಟೀಮ್......ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸರ್......frm ಯಶ್ ಬಾಸ್ fan,Not_offensive
Chinna voice super jai army,Not_offensive
Kannada intha Telugu Alli song Chang idhe,Not_offensive
@Wild Rex कब तक हो सकती है रिलीज़,not-Kannada
Sahitya kararige shata shata namana,Not_offensive
Howdu 100 percent,Not_offensive
Rekshith shetty kerala fans,not-Kannada
Super  bro,not-Kannada
ಬಹಳ ಚನ್ನಾಗಿದೆ ಒಳ್ಳಯ ಸಾಹಿತ್ಯ ಒಳ್ಳಯ ಸಂಗೀತಾ ಕೇಳಲು ತುಂಬಾನೆ ಮಜಾ ಬರುತ್ತೆ. ಶತದೀನೊತ್ಸವ ಆಚರಸಲಿ ಈ ಚಿತ್ರ.,Not_offensive
Anna sakath agi mathadiddira,Not_offensive
yen song guru ...super,Not_offensive
Dis like madirorige shradaanjali,Offensive_Targeted_Insult_Group
Yake avru uninstall madak hinde munde  nodtidare  andre.   Avrige  amount bartide  ansutte tiktok enda,Offensive_Targeted_Insult_Group
My favorite song,not-Kannada
Slow poison song annoru like madi...,Not_offensive
Allaru swabimana life evarannu nodi kaliyabeku,Not_offensive
ತಂಡಕ್ಕೆ ಶುಭವಾಗಲಿ...nರಕ್ಷಿತ್ ಎಂಬ ಪಿಸ್ತೂಲ್...nಸಚಿನ್ ಎಂಬ ಟ್ರಿಗರ್...nಅಜಿನೀಶ್ ಬುಲೆಟ್ ಸೌಂಡ್...nಅಬ್ಬರಿಸಿ ಬೊಬ್ಬಿರಿದಿದೆ....nnಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ..nಶುಭವಾಗ್ಲಿ,Not_offensive
@Nandi Parthasarathi gaandu sule,Offensive_Targeted_Insult_Individual
Im fanof rakshit shetty,not-Kannada
According to my kannada hitttttttttttt song,Not_offensive
Good one in kannada.. feel great,Not_offensive
ನಾನು 15ವರ್ಷ ಹಿಂದೆ ಚಾಮಯ್ಯ ಮೇಷ್ಟ್ರು ಅಶ್ವಥ್ ಸಾರ್ ಇಂಟರ್ವಿವ ನೋಡಿದ್ದೆ,Not_offensive
Yavado yavado hakithira realu videos madi haki elwa edana neja agedre proove madi News Ali haki,Offensive_Targeted_Insult_Group
Modalella yellogidde ninu,Not_offensive
ಸಾಂಗ್ ಸೂಪರ್ nಮ್ಯೂಸಿಕ್,Not_offensive
Ajneesh Lokanath,not-Kannada
Only d boss ok jai Kannada all movies hmmm kotigobba bittu hehehe,Offensive_Targeted_Insult_Group
Super song .   .,not-Kannada
Hindi illa Andre 300 crore agodu dream ashte,Not_offensive
ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ ನೀವು ಪುರಾಣದಲ್ಲಿ ಬರುವ  ಯಲ್ಲರಿಗೂ ಬಹುವಚನ ದಿಂದ ಮಾತಾಡ್ತಿರ ಧನ್ಯವಾದಗಳು ಸ್ನೇಹಿತರೆ,Not_offensive
Nkn last dialogue lit,Not_offensive
Yavga release agute,Not_offensive
Yapppaaaa!  Yak guru istond hype e song ge?,Offensive_Targeted_Insult_Individual
രക്ഷിത് ഷെട്ടി കേരള ഫാൻസ്nRakshit Shetty kerala fans,Offensive_Targeted_Insult_Group
ದಿನಕ್ಕೆ ಹತ್ತು ಗಿಂತ ಎಚ್ಚಗಿ ನೋಡ್ತಾ ಇದೀನಿ ಮಸ್ತ್ ಇದೆ ಬ್ಯಾಗ್ರೌಂಡ್ ಮ್ಯೂಸಿಕ್ ಚಿಂದಿ ಚಿತ್ರಾನ್ನ,Not_offensive
neen yak guru aaa dagar rashmika ge compare madthiya,Offensive_Targeted_Insult_Individual
ನೀವು ಅದ್ಬುತ ..... ಸಾಹಿತ್ಯ ತುಂಬ ಸೂಪರ್.....,Not_offensive
Hindi Song release madilavaa,Not_offensive
i love rakshit anna. super movie sule rasmika mandan ge chappali le hodibeku,Offensive_Targeted_Insult_Individual
Vp super voice,not-Kannada
Super human you are sir,not-Kannada
+RUDRAGOUDA MARIGOUDRA super,not-Kannada
ನಾಲ್ಕು ದಿನಗಳಾದರೂ No.1 Trendingನಲ್ಲಿ ಇದೆ. ಈ ಜಾಗವನ್ನು ಯಾರಿಗೂ ಬಿಟ್ಟಿಲ್ಲ ಅಂದ್ರೆ ಅವ್ನ power ಹೇಗಿರಬಹುದು ಹೇಳಿ. Everybody Now Hands Up,Not_offensive
ಕಲರ್ ಫುಲ್ ಆಗಿದೆ,Not_offensive
Gentleman Trailer Kis Ko Pasand Aya HynMujy Bohot Acha Laga Hy nAp Ko?,not-Kannada
YouTube subscriber at list 5lack kooda Ella yelli reach agutte T series nalli bittidre 10m agirodu avraddu tappu,Offensive_Untargetede
Likes goskara yaakro prathi video nallu d boss fans,Offensive_Untargetede
Sari guru nan Rc nodod irli ninu illi bandiro cmnts nodu ninge gotthagutthe,Offensive_Targeted_Insult_Individual
ಅವನ ಲೆವಲೇ ಬೇರೇ,Not_offensive
Adi dia super acting🥰,Not_offensive
@10 R le suvar gandu,Offensive_Targeted_Insult_Individual
Full happinest day bro becuse nange e bindu gowdan diloug kelodik agtirlila beligge aadre saku nanfrds ella avl status ne hakondu poison kuddiror tara saytidru anways tiktok byan agiddu tumbane olle kelsa and neevantu sakkatttag troll madtira bro nim voice bro,Offensive_Targeted_Insult_Individual
Trailer  super  ide sir edu Hindi nalli kuda release madi please,Not_offensive
Idu idu andre,Not_offensive
ನಿವು ಹೇಳಿರೋ ಮಾತು ನನಗೆ ಜೀವನ ಶೈಲಿಯ ಒಂದು ಪಾಠ ಸರ್,Not_offensive
It deserves more like.....,Not_offensive
@Nandi Parthasarathi illa kgfuck aythu,Offensive_Targeted_Insult_Group
Kannadigaralli oggattu illa fanism jasthi aytu,Offensive_Targeted_Insult_Other
@Nikistark x it's Kannada buddy,not-Kannada
Creative kannadiga ur super  n tiktok  users ge nive correct,Not_offensive
ಈ ಚಿತ್ರ ಪ್ರಜ್ವಲ್ ಅವ್ರ ಕ್ಯರಿಯರ್ ಚೇಂಜ್ ಮಾಡೋ ಹಾಗೆ ಕಾಣ್ತಿದೆ ರಾಕಿ ಭಾಯ್ ಯಶ್ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿಂದ ಶುಭಾಶಯಗಳು🤗🤗🤗,Not_offensive
Yar muje ye movie hindi me dekhni hai,not-Kannada
@Praveen M V,not-Kannada
Best heroine n Shanvi- likenRashmika - comment,not-Kannada
@Vinay Vn  nani gentle men??,Offensive_Targeted_Insult_Individual
Short film EDITING ಮಾಡುವುದು ಹೇಗೆ ಲಿಂಕ್nn,Not_offensive
Rakshit bro nodi no1 tranding thogando bhandihivi Saka bro,Not_offensive
lo thagari thippa suppr kano,Not_offensive
ಟೈಮ್ ಅನ್ನೋದೇ ಹೀಗೆ,Not_offensive
ಹೊಸ ಪ್ರಯತ್ನ ಚೆನ್ನಾಗಿದೆ,Not_offensive
Uttara pradeshada lakkinpura dalli shiva pooje madtidda,Not_offensive
ತೊಗರಿ ತಿಪ್ಪ.ಬಾಳ ಚಂದ ಐತರಿ,Not_offensive
Proper promotion maadila sir,Offensive_Targeted_Insult_Individual
D boss fans like here,not-Kannada
Back burn rashmika,Offensive_Targeted_Insult_Group
@Megharaj 1,not-Kannada
Hands up song ge,Not_offensive
ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ ಸಾಂಗ್,Not_offensive
ಇದೆಲ್ಲ ಪಬ್ಲಿಸಿಟಿ stunt ಇವ್ರ ಅಪ್ಪ ಮಾಡಿದ್ ದುಡ್ಡೇಲ್ಲ ಚಿಂದಿ ಉಡಾಯ್ಸಿ ಇವಾಗ ಕಳ್ಳ ಕಣ್ಣೀರ್ ಹಾಕ್ತಾವ್ನೆ,Not_offensive
E mathu,Not_offensive
Movie nodadmele bandhoru like madi nEe movie kuda fan India movie agutthe annoru like madi,Not_offensive
Genuine information nimdhu,Not_offensive
೨೫ ವರ್ಷಗಳ ಹಿಂದಕ್ಕೆ ಕರೆದೊಯ್ದು ಬಿಸಾಕಿ ಬಿಟ್ಟಿತು ಈ ಕಥೆ,Not_offensive
Kannadada hemmeya asn filme annoru like madi,Not_offensive
ede tara mondeagute annru like madi,Not_offensive
@Nandi Parthasarathi ಹಾದರಗಿತ್ತಿ,Offensive_Targeted_Insult_Individual
Nee super guru......,Not_offensive
Where is hindhi song plz upload  hi dhi version,Not_offensive
ನೈಸ್ ಚಿತ್ರ ಅವನೇ ಶ್ರೀ ಮಾನ್ ನಾರಾಯಣ........ ಸೂಪರ್ ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ.......,Not_offensive
Views got struck,not-Kannada
Hejje hejjege tik tokers troll and roast maadi,Not_offensive
Nise share everone,Not_offensive
ಇಂತಹ ಮಹಾನ್ ವ್ಯಕ್ತಿಯ   ಸಂದರ್ಶನ ಮಾಡಿದ ನಿಮ್ಮ ಚಾನೆಲ್ಗೆ ತುಂಬಾ ಧನ್ಯವಾದಗಳು,Not_offensive
ಬಹುಷಃ ಬಿಡುಗಡೆ ಸಮಯದಲ್ಲಿ ಸಿನಿಮಾ ಜಾಹೀರಾತುಗಳು ಒಂದು ಜನರಿಗೆ ಮುಟ್ಟಿಲ್ಲ ಅನ್ಸುತ್ತೆ....,Not_offensive
Chindi,Offensive_Targeted_Insult_Other
@Nandi Parthasarathi le nayi ninu slumu navalla nana one day madu kharchu ninu ondu varakke madtiya hagnta nange yava chatnu illa,Offensive_Targeted_Insult_Individual
@Nandi Parthasarathi hahaha,Offensive_Untargetede
Adru namboru thumba Jana edare sir,Not_offensive
@Entertainment Gaming ನಿಮ್ಮ ನಂಬಿಕೆಗಳು,Not_offensive
Super sir.ನಾವು ಚಿಕ್ಕವರಿದ್ದಾಗ ನಮ್ಮ ಕುಟುಂಬದವರು ಎಲ್ಲರೂ ಸೇರಿ ಕೇಳುತ್ತಿದ್ದೆವು.ನಮ್ಮ ಅಪ್ಪನ ಅಚ್ಚುಮೆಚ್ಚಿನ ಹಾಸ್ಯ ಕಾರ್ಯಕ್ರಮ ಇದು,Not_offensive
C.C camera etter yn saytira yalla fak,Offensive_Targeted_Insult_Group
@Kiccha Vitthal ನಿಮ್ಮ ಅವ್ವ ಹಾದರಗಿತ್ತಿ... ನಿನ್ ದೊಡ್ಡ ಷಂಡ,Offensive_Targeted_Insult_Individual
